"collection_date","pangolin_call","major_lineage"
2023-02-09,"XBF","Other"
2023-02-10,"XBB.1.5","XBB"
2023-02-09,"BQ.1.1.2","BQ.1"
2023-02-10,"XBB.1.5","XBB"
2023-02-07,"XBB.1.5.4","XBB"
2023-02-10,"BN.1.5","BA.2.75"
2023-02-09,"BQ.1.8.2","BQ.1"
2023-02-10,"BE.9","BA.5"
2023-02-10,"CH.1.1.8","BA.2.75"
2023-02-10,"XBB.2","XBB"
2023-02-10,"CH.1.1.8","BA.2.75"
2023-02-10,"XBB.1.9.1","XBB"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-09,"XBB.1.5.1","XBB"
2023-02-10,"XBB.1.5","XBB"
2023-02-09,"XBB.1.5","XBB"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-09,"XBB.1.5","XBB"
2023-02-09,"XBB.1.5","XBB"
2023-02-10,"CH.1.1.2","BA.2.75"
2023-02-10,"BQ.1.1.10","BQ.1"
2023-02-10,"XBB.1.5","XBB"
2023-02-11,"CH.1.1.2","BA.2.75"
2023-02-09,"BQ.1.1","BQ.1"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-09,"CH.1.1","BA.2.75"
2023-02-09,"DN.1.1","BQ.1"
2023-02-09,"BQ.1.1","BQ.1"
2023-02-10,"CH.1.1.1","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-09,"XBB.1.5","XBB"
2023-02-08,"CH.1.1.1","BA.2.75"
2023-02-11,"DU.1","BQ.1"
2023-02-10,"XBB.1.5.7","XBB"
2023-02-09,"CH.1.1","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-09,"CH.1.1.1","BA.2.75"
2023-02-11,"XBB.1.5.7","XBB"
2023-02-11,"BN.1.5","BA.2.75"
2023-02-09,"XBB.1.5","XBB"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-10,"CQ.1","BA.5"
2023-02-10,"BQ.1.8","BQ.1"
2023-02-10,"XBB.1.5","XBB"
2023-02-09,"XBB.1.5","XBB"
2023-02-11,"XBB.1.5","XBB"
2023-02-09,"CH.1.1","BA.2.75"
2023-02-11,"BN.1.2","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-09,"BQ.1.8.2","BQ.1"
2023-02-11,"XBB.1.5","XBB"
2023-02-10,"XBB.1.5","XBB"
2023-02-12,"XBB.1.5.5","XBB"
2023-02-11,"XBB.1.5","XBB"
2023-02-09,"XBB.1.9.1","XBB"
2023-02-10,"XBB.1.9.1","XBB"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-10,"BQ.1.1","BQ.1"
2023-02-10,"XBB.1.5","XBB"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-09,"CH.1.1.1","BA.2.75"
2023-02-09,"XBB.1.5.7","XBB"
2023-02-11,"BQ.1.1.22","BQ.1"
2023-02-09,"CH.1.1","BA.2.75"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-09,"XBB.1.5","XBB"
2023-02-07,"XBB.1.5.7","XBB"
2023-02-07,"XBB.1.5","XBB"
2023-02-09,"XBB.1.5","XBB"
2023-02-09,"XBB.1.5","XBB"
2023-02-10,"BN.1.5","BA.2.75"
2023-02-10,"BQ.1.1.22","BQ.1"
2023-02-09,"CH.1.1","BA.2.75"
2023-02-10,"CH.1.1.1","BA.2.75"
2023-02-10,"CH.1.1.1","BA.2.75"
2023-02-10,"BQ.1.1","BQ.1"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-07,"XBB.1.5.5","XBB"
2023-02-10,"XBB.1.9.1","XBB"
2023-02-11,"CK.2.1","BA.5"
2023-02-09,"BQ.1.1.2","BQ.1"
2023-02-06,"BA.5.11","BA.5"
2023-02-10,"CH.1.1.1","BA.2.75"
2023-02-08,"CH.1.1","BA.2.75"
2023-02-09,"BQ.1.1.2","BQ.1"
2023-02-10,"BW.1.1","BA.5"
2023-02-10,"BN.1.3.1","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-09,"DV.3","BA.2.75"
2023-02-10,"BQ.1.1.15","BQ.1"
2023-02-09,"BQ.1.1","BQ.1"
2023-02-11,"CH.1.1.1","BA.2.75"
2023-02-09,"CH.1.1","BA.2.75"
2023-02-09,"XBB.1.5","XBB"
2023-02-08,"XBB.1.9.1","XBB"
2023-02-10,"CH.1.1.1","BA.2.75"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-10,"DV.3","BA.2.75"
2023-02-11,"BQ.1.1","BQ.1"
2023-02-09,"CH.1.1","BA.2.75"
2023-02-09,"XBE","Other"
2023-02-09,"CH.1.1.1","BA.2.75"
2023-02-11,"CH.1.1.1","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-10,"BN.1.2.1","BA.2.75"
2023-02-08,"CH.1.1","BA.2.75"
2023-02-08,"CH.1.1","BA.2.75"
2023-02-09,"CH.1.1.1","BA.2.75"
2023-02-10,"CH.1.1.8","BA.2.75"
2023-02-10,"BU.1","BA.5"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-08,"DN.1.1","BQ.1"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-09,"XBB.1.5","XBB"
2023-02-10,"XBB.1.9.1","XBB"
2023-02-09,"BQ.1.1.24","BQ.1"
2023-02-07,"CH.1.1.1","BA.2.75"
2023-02-09,"CH.1.1.9","BA.2.75"
2023-02-10,"XBB.1.9.1","XBB"
2023-02-08,"XBB.1.5","XBB"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-01,"BM.2","BA.2.75"
2023-02-11,"CH.1.1.3","BA.2.75"
2023-02-07,"CQ.1","BA.5"
2023-02-09,"BN.1.3.1","BA.2.75"
2023-02-09,"XBB.1.5","XBB"
2023-02-11,"DV.2","BA.2.75"
2023-02-08,"CH.1.1.1","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-10,"XBB.1.5.7","XBB"
2023-02-10,"EF.2","BQ.1"
2023-02-10,"CH.1.1.2","BA.2.75"
2023-02-11,"BQ.1.1.22","BQ.1"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-11,"XBB.1.5","XBB"
2023-02-09,"XBB.1.5","XBB"
2023-02-11,"BN.1.5","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-09,"EF.1","BQ.1"
2023-02-09,"XBB.1.5","XBB"
2023-02-10,"XBB.1.5","XBB"
2023-02-10,"DV.3","BA.2.75"
2023-02-10,"XBB.1.5.7","XBB"
2023-02-13,"BQ.1.1.57","BQ.1"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-11,"XBB.1.5","XBB"
2023-02-13,"XBC.1.2","Other"
2023-02-13,"XBB.1.5","XBB"
2023-02-10,"BQ.1.1.15","BQ.1"
2023-02-13,"BQ.1.13.1","BQ.1"
2023-02-13,"BQ.1.1.32","BQ.1"
2023-02-10,"BQ.1.1.15","BQ.1"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-11,"BQ.1.1","BQ.1"
2023-02-12,"XBB.1.5","XBB"
2023-02-10,"XBB.1.5","XBB"
2023-02-10,"BQ.1.1","BQ.1"
2023-02-12,"BQ.1.13.1","BQ.1"
2023-02-11,"CH.1.1.1","BA.2.75"
2023-02-11,"BQ.1","BQ.1"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-10,"BQ.1.1","BQ.1"
2023-02-11,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-13,"BQ.1.1","BQ.1"
2023-02-11,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5.7","XBB"
2023-02-10,"XBB.1.5","XBB"
2023-02-12,"CH.1.1.1","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-10,"BQ.1.1.23","BQ.1"
2023-02-10,"XBB.1.5","XBB"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-13,"XBB.1.5.7","XBB"
2023-02-13,"BQ.1.1.56","BQ.1"
2023-02-13,"XBF","Other"
2023-02-13,"BQ.1.1.1","BQ.1"
2023-02-13,"DU.1","BQ.1"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-11,"BQ.1.1.24","BQ.1"
2023-02-13,"BQ.1.1.35","BQ.1"
2023-02-11,"BE.9","BA.5"
2023-02-13,"BR.2.1","BA.2.75"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-10,"XBB.1.5.7","XBB"
2023-02-11,"XBB.1.5","XBB"
2023-02-13,"BQ.1.1","BQ.1"
2023-02-11,"BQ.1.1.1","BQ.1"
2023-02-11,"XBB.1.9.1","XBB"
2023-02-13,"BQ.1.1","BQ.1"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-10,"CH.1.1.1","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-08,"CH.1.1","BA.2.75"
2023-02-12,"BQ.1.1.32","BQ.1"
2023-02-11,"XBB.1.5","XBB"
2023-02-09,"CH.1.1.1","BA.2.75"
2023-02-11,"BQ.1.1","BQ.1"
2023-02-09,"XBB.1.9.1","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-11,"XBB.1.9.1","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-10,"XBF","Other"
2023-02-13,"CH.1.1.6","BA.2.75"
2023-02-11,"XBB.1.5","XBB"
2023-02-08,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-11,"XBB.1.5","XBB"
2023-02-13,"BQ.1.1.8","BQ.1"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5.7","XBB"
2023-02-13,"XBB.1.9.2","XBB"
2023-02-10,"CH.1.1.1","BA.2.75"
2023-02-12,"XBB.1.5","XBB"
2023-02-11,"BQ.1.1.15","BQ.1"
2023-02-10,"CH.1.1.1","BA.2.75"
2023-02-12,"CH.1.1.2","BA.2.75"
2023-02-10,"XBB.1.5.7","XBB"
2023-02-13,"DN.1.1.1","BQ.1"
2023-02-13,"BQ.1.1.2","BQ.1"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-11,"BA.5.11","BA.5"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-12,"BQ.1.1.32","BQ.1"
2023-02-11,"XBB.1.5.7","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-10,"BQ.1.1","BQ.1"
2023-02-10,"EC.1.1","BQ.1"
2023-02-12,"XBB.1.5","XBB"
2023-02-10,"BQ.1.1.4","BQ.1"
2023-02-13,"XBB.1.5","XBB"
2023-02-10,"BQ.1.1","BQ.1"
2023-02-09,"CH.1.1.1","BA.2.75"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-10,"XBB.1.5","XBB"
2023-02-11,"CH.1.1.1","BA.2.75"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-10,"BA.4.1.8","BA.4"
2023-02-11,"BQ.1.1.24","BQ.1"
2023-02-10,"CH.1.1.1","BA.2.75"
2023-02-10,"CH.1.1","BA.2.75"
2023-02-10,"BQ.1","BQ.1"
2023-02-13,"XBB.1.5","XBB"
2023-02-11,"BQ.1.1.18","BQ.1"
2023-02-13,"XBB.1.9.2","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-10,"CH.1.1.6","BA.2.75"
2023-02-10,"CH.1.1.1","BA.2.75"
2023-02-10,"XBB.1.5.7","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-11,"XBB.1.5","XBB"
2023-02-13,"BQ.1.21","BQ.1"
2023-02-06,"XBB.1.9.2","XBB"
2023-02-13,"BQ.1.1.57","BQ.1"
2023-02-10,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-14,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-12,"XBB.1.5","XBB"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-11,"CH.1.1.1","BA.2.75"
2023-02-14,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-12,"XBB.1.5.7","XBB"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-14,"EF.1","BQ.1"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-11,"XBB.1.9.1","XBB"
2023-02-13,"BQ.1.1.2","BQ.1"
2023-02-11,"XBB.1.5","XBB"
2023-02-13,"BQ.1.10","BQ.1"
2023-02-12,"CH.1.1.1","BA.2.75"
2023-02-12,"XBB.1.5.7","XBB"
2023-02-14,"DV.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-12,"CH.1.1.1","BA.2.75"
2023-02-12,"XBB.1.5.7","XBB"
2023-02-13,"EC.1.1","BQ.1"
2023-02-13,"XBF","Other"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-13,"CL.1","BA.5"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-12,"CH.1.1","BA.2.75"
2023-02-13,"XBB.2.2","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-12,"CH.1.1.1","BA.2.75"
2023-02-14,"XBB.1.5.7","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-13,"BF.7.16","BA.5"
2023-02-13,"CH.1.1.2","BA.2.75"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-13,"XBB.1.5.7","XBB"
2023-02-14,"XBF","Other"
2023-02-14,"CH.1.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-12,"XBB.1.5","XBB"
2023-02-14,"BQ.1.1","BQ.1"
2023-02-12,"DS.1","BA.2.75"
2023-02-11,"XBB.1.5","XBB"
2023-02-12,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBF","Other"
2023-02-11,"CH.1.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-12,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-11,"XBB.1.9.1","XBB"
2023-02-13,"XBB.1.5.7","XBB"
2023-02-12,"XBB.1.5.7","XBB"
2023-02-12,"XBB.1.5","XBB"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-12,"XBB.1.5","XBB"
2023-02-12,"BA.5.3.5","BA.5"
2023-02-13,"CH.1.1.2","BA.2.75"
2023-02-14,"XBB.1.5","XBB"
2023-02-10,"BQ.1.1","BQ.1"
2023-02-14,"CH.1.1.1","BA.2.75"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-12,"BQ.1.1.20","BQ.1"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"BQ.1.1.37","BQ.1"
2023-02-11,"XBB.2","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"BQ.1.1.8","BQ.1"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5.4","XBB"
2023-02-11,"XBB.1.4","XBB"
2023-02-12,"CH.1.1","BA.2.75"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-11,"DV.3","BA.2.75"
2023-02-14,"CH.1.1.1","BA.2.75"
2023-02-12,"BA.5.3.5","BA.5"
2023-02-12,"BA.5.3.5","BA.5"
2023-02-11,"XBB.1.9.2","XBB"
2023-02-11,"XBB.1.9","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-14,"BQ.1.1.8","BQ.1"
2023-02-14,"CH.1.1","BA.2.75"
2023-02-11,"XBB.1.5","XBB"
2023-02-14,"DV.1","BA.2.75"
2023-02-13,"XBB.1","XBB"
2023-02-12,"XBB.1.5.7","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-11,"DU.1","BQ.1"
2023-02-12,"XBB.1.5","XBB"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-13,"BQ.1.1.22","BQ.1"
2023-02-09,"XBB.1.5","XBB"
2023-02-13,"BQ.1.1.24","BQ.1"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-12,"XBB.1.5","XBB"
2023-02-12,"EF.1.1","BQ.1"
2023-02-13,"DN.1","BQ.1"
2023-02-14,"CH.1.1.6","BA.2.75"
2023-02-13,"DN.1","BQ.1"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"BQ.1.1.18","BQ.1"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-12,"XBB.1.5.7","XBB"
2023-02-14,"BN.1.3","BA.2.75"
2023-02-11,"XBB.1.5.7","XBB"
2023-02-13,"XBF","Other"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-12,"XBB.1.5.7","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-12,"XBB.1.5","XBB"
2023-02-10,"CH.1.1.1","BA.2.75"
2023-02-13,"BQ.1.25","BQ.1"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.2.2","XBB"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"BQ.1.1","BQ.1"
2023-02-13,"BQ.1.1","BQ.1"
2023-02-12,"XBB.2","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-12,"BN.1.2","BA.2.75"
2023-02-11,"BQ.1.1.24","BQ.1"
2023-02-13,"BN.1.3.1","BA.2.75"
2023-02-07,"DV.3","BA.2.75"
2023-02-13,"BQ.1.1.37","BQ.1"
2023-02-10,"DS.1","BA.2.75"
2023-02-11,"XBB.1.5","XBB"
2023-02-14,"CH.1.1","BA.2.75"
2023-02-10,"XBB.1.5","XBB"
2023-02-12,"BQ.1.1.53","BQ.1"
2023-02-12,"BN.1.3.1","BA.2.75"
2023-02-11,"CH.1.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"BQ.1.1","BQ.1"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"BQ.1.1.35","BQ.1"
2023-02-13,"BN.1.2","BA.2.75"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-13,"BA.5.2.13","BA.5"
2023-02-09,"XBB.1.9.1","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-11,"CH.1.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-12,"DU.1","BQ.1"
2023-02-11,"CM.12","BA.2"
2023-02-12,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5.7","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-15,"DU.1","BQ.1"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5.1","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"CA.7","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-12,"XBB.1.5","XBB"
2023-02-14,"BQ.1.1.2","BQ.1"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-15,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5.6","XBB"
2023-02-14,"DV.1","BA.2.75"
2023-02-15,"XBB.1.9","XBB"
2023-02-14,"XBB.1.5.7","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-11,"XBB.1.5","XBB"
2023-02-15,"CH.1.1.1","BA.2.75"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-14,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-14,"CA.7","BA.2.75"
2023-02-14,"XBB.1.5.7","XBB"
2023-02-11,"XBB.1.5","XBB"
2023-02-15,"XBB.1.5","XBB"
2023-02-15,"XBB.1.5","XBB"
2023-02-14,"CH.1.1","BA.2.75"
2023-02-14,"BQ.1.13.1","BQ.1"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-15,"XBB.1.5","XBB"
2023-02-14,"EF.1.2","BQ.1"
2023-02-14,"CH.1.1","BA.2.75"
2023-02-13,"XBB.1.5.6","XBB"
2023-02-13,"BQ.1.1.36","BQ.1"
2023-02-13,"CH.1.1.9","BA.2.75"
2023-02-14,"XBB.1.5.7","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5.7","XBB"
2023-02-14,"CH.1.1.1","BA.2.75"
2023-02-15,"CH.1.1.1","BA.2.75"
2023-02-13,"BQ.1.1","BQ.1"
2023-02-05,"BA.4.6.3","BA.4"
2023-02-14,"XBB.1.5.7","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-12,"CH.1.1","BA.2.75"
2023-02-14,"XBB.1.5","XBB"
2023-02-15,"CH.1.1.1","BA.2.75"
2023-02-13,"BQ.1.1.31","BQ.1"
2023-02-13,"XBB.1.5","XBB"
2023-02-12,"XBB.1.5","XBB"
2023-02-09,"CH.1.1.1","BA.2.75"
2023-02-13,"BQ.1.1","BQ.1"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-14,"DU.1","BQ.1"
2023-02-15,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-15,"CH.1.1","BA.2.75"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-13,"CH.1.1.8","BA.2.75"
2023-02-12,"BQ.1.1","BQ.1"
2023-02-11,"XBB.1.5","XBB"
2023-02-12,"CH.1.1.1","BA.2.75"
2023-02-13,"DU.1","BQ.1"
2023-02-14,"XBB.1.5","XBB"
2023-02-15,"DV.3","BA.2.75"
2023-02-14,"XBB.1.9.1","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-15,"XBB.1.9.1","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-14,"CH.1.1.1","BA.2.75"
2023-02-11,"BQ.1.13.1","BQ.1"
2023-02-11,"CH.1.1.1","BA.2.75"
2023-02-14,"BQ.1.1.32","BQ.1"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-14,"XBB.1.5.7","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"BQ.1.1","BQ.1"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-12,"BQ.1.1.53","BQ.1"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-14,"XBB.1.5","XBB"
2023-02-12,"BQ.1.14","BQ.1"
2023-02-13,"XBB.1.5","XBB"
2023-02-15,"CH.1.1.1","BA.2.75"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-15,"XBB.1.5.7","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-14,"BQ.1.1.22","BQ.1"
2023-02-13,"XBB.1.5","XBB"
2023-02-11,"CH.1.1.1","BA.2.75"
2023-02-11,"DU.1","BQ.1"
2023-02-14,"XBB.1.5","XBB"
2023-02-14,"CH.1.1","BA.2.75"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"CL.1.1","BA.5"
2023-02-15,"XBB.1.9.1","XBB"
2023-02-14,"BQ.1.1.31","BQ.1"
2023-02-14,"XBB.1.5","XBB"
2023-02-15,"XBB.1.9","XBB"
2023-02-14,"BQ.1.1.32","BQ.1"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-11,"XBB.1.5","XBB"
2023-02-13,"XBB.2.4","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"CH.1.1.1","BA.2.75"
2023-02-14,"XBB.1.9.1","XBB"
2023-02-13,"XBB.1.9.1","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-14,"BQ.1.18","BQ.1"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-11,"CH.1.1","BA.2.75"
2023-02-15,"XBB.1.9.1","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5.7","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"BQ.1.1.13","BQ.1"
2023-02-14,"BQ.1.1.57","BQ.1"
2023-02-15,"BQ.1.13","BQ.1"
2023-02-14,"XBB.1.5","XBB"
2023-02-14,"DN.1.1","BQ.1"
2023-02-13,"BQ.1","BQ.1"
2023-02-14,"XBB.1.5","XBB"
2023-02-14,"CH.1.1","BA.2.75"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"CK.1","BA.5"
2023-02-14,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-15,"BQ.1.8","BQ.1"
2023-02-13,"XBB.1.5","XBB"
2023-02-15,"XBB.1.9.1","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-12,"CH.1.1.1","BA.2.75"
2023-02-14,"CH.1.1.1","BA.2.75"
2023-02-14,"CH.1.1.1","BA.2.75"
2023-02-13,"CH.1.1","BA.2.75"
2023-02-11,"XBB.1.5.4","XBB"
2023-02-14,"DS.1","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-15,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-15,"XBB.1.5","XBB"
2023-02-14,"XBB.1.5.7","XBB"
2023-02-14,"XBB.1.5","XBB"
2023-02-13,"BQ.1.1.26","BQ.1"
2023-02-14,"CA.7","BA.2.75"
2023-02-13,"XBB.1.5","XBB"
2023-02-15,"CH.1.1.2","BA.2.75"
2023-02-11,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5.7","XBB"
2023-02-13,"XBB.1.5","XBB"
2023-02-13,"XBB.1.5.4","XBB"
